,Kód kraja,Názov kraja,Kód okresu,Názov okresu,Súčasná ekonomická aktivita,Pohlavie,Vek,abs.
30578,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,55-59,2.0
30579,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,60-64,1.0
30580,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,65-69,0.0
30581,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,70-74,0.0
30582,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,75-79,0.0
30583,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,80-84,0.0
30584,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,85-89,0.0
30585,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,90-94,0.0
30586,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,95-99,0.0
30587,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,nezistený,0.0
30590,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,105+,0.0
30591,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,15-19,1.0
30592,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,20-24,1.0
30593,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,25-29,0.0
30594,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,30-34,2.0
30595,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,35-39,2.0
30596,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,40-44,2.0
30597,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,45-49,2.0
30598,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,50-54,3.0
30599,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,55-59,2.0
30600,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,60-64,1.0
30601,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,65-69,0.0
30602,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,70-74,0.0
30603,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,75-79,0.0
30604,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,80-84,0.0
30605,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,85-89,0.0
30606,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,ženy,95-99,0.0
30608,8,Košický kraj,805,Okres Košice IV,študenti stredných škôl,muži,15-19,839.0
30609,8,Košický kraj,805,Okres Košice IV,študenti stredných škôl,muži,20-24,94.0
30610,8,Košický kraj,805,Okres Košice IV,študenti stredných škôl,muži,25-29,0.0
30611,8,Košický kraj,805,Okres Košice IV,študenti stredných škôl,muži,30-34,0.0
30612,8,Košický kraj,805,Okres Košice IV,študenti stredných škôl,muži,nezistený,0.0
30615,8,Košický kraj,805,Okres Košice IV,študenti stredných škôl,ženy,15-19,821.0
30616,8,Košický kraj,805,Okres Košice IV,študenti stredných škôl,ženy,20-24,59.0
30617,8,Košický kraj,805,Okres Košice IV,študenti stredných škôl,ženy,25-29,0.0
30618,8,Košický kraj,805,Okres Košice IV,študenti stredných škôl,ženy,30-34,0.0
30619,8,Košický kraj,805,Okres Košice IV,študenti stredných škôl,ženy,nezistený,0.0
30621,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,15-19,41.0
30622,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,20-24,415.0
30623,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,25-29,91.0
30624,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,30-34,10.0
30625,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,35-39,3.0
30626,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,40-44,0.0
30627,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,45-49,0.0
30628,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,50-54,2.0
30629,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,55-59,0.0
30630,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,60-64,0.0
30631,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,65-69,0.0
30632,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,70-74,0.0
30633,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,75-79,0.0
30634,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,80-84,0.0
30635,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,85-89,1.0
30636,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,90-94,0.0
30637,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,95-99,0.0
30638,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,muži,nezistený,1.0
30641,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,15-19,50.0
30642,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,20-24,565.0
30643,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,25-29,91.0
30644,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,30-34,16.0
30645,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,35-39,5.0
30646,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,40-44,1.0
30647,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,45-49,1.0
30648,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,50-54,0.0
30649,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,55-59,0.0
30650,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,60-64,0.0
30651,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,65-69,0.0
30652,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,70-74,1.0
30653,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,75-79,0.0
30654,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,80-84,0.0
30655,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,85-89,0.0
30656,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,90-94,0.0
30657,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,95-99,0.0
30658,8,Košický kraj,805,Okres Košice IV,študenti vysokých  škôl,ženy,nezistený,0.0
30661,8,Košický kraj,806,Okres Košice-okolie,deti do 16 rokov (nar. po 20.05.1995),muži,0-4,4061.0
30662,8,Košický kraj,806,Okres Košice-okolie,deti do 16 rokov (nar. po 20.05.1995),muži,10-14,4191.0
30663,8,Košický kraj,806,Okres Košice-okolie,deti do 16 rokov (nar. po 20.05.1995),muži,15-19,799.0
30664,8,Košický kraj,806,Okres Košice-okolie,deti do 16 rokov (nar. po 20.05.1995),muži,5-9,4018.0
30665,8,Košický kraj,806,Okres Košice-okolie,deti do 16 rokov (nar. po 20.05.1995),muži,nezistený,4.0
30668,8,Košický kraj,806,Okres Košice-okolie,deti do 16 rokov (nar. po 20.05.1995),ženy,0-4,3999.0
30669,8,Košický kraj,806,Okres Košice-okolie,deti do 16 rokov (nar. po 20.05.1995),ženy,10-14,3817.0
30670,8,Košický kraj,806,Okres Košice-okolie,deti do 16 rokov (nar. po 20.05.1995),ženy,15-19,708.0
30671,8,Košický kraj,806,Okres Košice-okolie,deti do 16 rokov (nar. po 20.05.1995),ženy,5-9,3758.0
30672,8,Košický kraj,806,Okres Košice-okolie,deti do 16 rokov (nar. po 20.05.1995),ženy,nezistený,3.0
30674,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,100-104,0.0
30675,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,105+,0.0
30676,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,15-19,16.0
30677,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,20-24,33.0
30678,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,25-29,63.0
30679,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,30-34,59.0
30680,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,35-39,97.0
30681,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,40-44,117.0
30682,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,45-49,178.0
30683,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,50-54,295.0
30684,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,55-59,568.0
30685,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,60-64,1999.0
30686,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,65-69,1552.0
30687,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,70-74,1186.0
30688,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,75-79,898.0
30689,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,80-84,532.0
30690,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,85-89,176.0
30691,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,90-94,46.0
30692,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,95-99,6.0
30693,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,muži,nezistený,1.0
30696,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,100-104,1.0
30697,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,105+,0.0
30698,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,15-19,9.0
30699,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,20-24,24.0
30700,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,25-29,47.0
30701,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,30-34,48.0
30702,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,35-39,62.0
30703,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,40-44,89.0
30704,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,45-49,157.0
30705,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,50-54,284.0
30706,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,55-59,1503.0
30707,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,60-64,2637.0
30708,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,65-69,2031.0
30709,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,70-74,1966.0
30710,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,75-79,1635.0
30711,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,80-84,1130.0
30712,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,85-89,531.0
30713,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,90-94,128.0
30714,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,95-99,33.0
30715,8,Košický kraj,806,Okres Košice-okolie,dôchodcovia,ženy,nezistený,2.0
30717,8,Košický kraj,806,Okres Košice-okolie,iné,muži,100-104,0.0
30718,8,Košický kraj,806,Okres Košice-okolie,iné,muži,15-19,83.0
30719,8,Košický kraj,806,Okres Košice-okolie,iné,muži,20-24,62.0
30720,8,Košický kraj,806,Okres Košice-okolie,iné,muži,25-29,32.0
30721,8,Košický kraj,806,Okres Košice-okolie,iné,muži,30-34,22.0
30722,8,Košický kraj,806,Okres Košice-okolie,iné,muži,35-39,16.0
30723,8,Košický kraj,806,Okres Košice-okolie,iné,muži,40-44,19.0
30724,8,Košický kraj,806,Okres Košice-okolie,iné,muži,45-49,19.0
30725,8,Košický kraj,806,Okres Košice-okolie,iné,muži,50-54,25.0
30726,8,Košický kraj,806,Okres Košice-okolie,iné,muži,55-59,33.0
30727,8,Košický kraj,806,Okres Košice-okolie,iné,muži,60-64,4.0
30728,8,Košický kraj,806,Okres Košice-okolie,iné,muži,65-69,0.0
30729,8,Košický kraj,806,Okres Košice-okolie,iné,muži,70-74,0.0
30730,8,Košický kraj,806,Okres Košice-okolie,iné,muži,75-79,0.0
30731,8,Košický kraj,806,Okres Košice-okolie,iné,muži,80-84,0.0
30732,8,Košický kraj,806,Okres Košice-okolie,iné,muži,85-89,0.0
30733,8,Košický kraj,806,Okres Košice-okolie,iné,muži,90-94,0.0
30734,8,Košický kraj,806,Okres Košice-okolie,iné,muži,95-99,0.0
30735,8,Košický kraj,806,Okres Košice-okolie,iné,muži,nezistený,0.0
30738,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,100-104,0.0
30739,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,15-19,74.0
30740,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,20-24,64.0
30741,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,25-29,34.0
30742,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,30-34,25.0
30743,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,35-39,24.0
30744,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,40-44,35.0
30745,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,45-49,30.0
30746,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,50-54,52.0
30747,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,55-59,27.0
30748,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,60-64,2.0
30749,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,65-69,0.0
30750,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,70-74,1.0
30751,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,75-79,1.0
30752,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,80-84,1.0
30753,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,85-89,1.0
30754,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,90-94,0.0
30755,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,95-99,1.0
30756,8,Košický kraj,806,Okres Košice-okolie,iné,ženy,nezistený,0.0
30758,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,muži,15-19,572.0
30759,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,muži,20-24,1450.0
30760,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,muži,25-29,1222.0
30761,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,muži,30-34,950.0
30762,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,muži,35-39,880.0
30763,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,muži,40-44,794.0
30764,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,muži,45-49,799.0
30765,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,muži,50-54,748.0
30766,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,muži,55-59,624.0
30767,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,muži,60-64,86.0
30768,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,muži,nezistený,0.0
30771,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,ženy,15-19,439.0
30772,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,ženy,20-24,886.0
30773,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,ženy,25-29,822.0
30774,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,ženy,30-34,750.0
30775,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,ženy,35-39,781.0
30776,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,ženy,40-44,672.0
30777,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,ženy,45-49,754.0
30778,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,ženy,50-54,752.0
30779,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,ženy,55-59,418.0
30780,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,ženy,60-64,28.0
30781,8,Košický kraj,806,Okres Košice-okolie,nezamestnaní,ženy,nezistený,1.0
30783,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,100-104,0.0
30784,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,105+,0.0
30785,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,15-19,482.0
30786,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,20-24,539.0
30787,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,25-29,445.0
30788,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,30-34,431.0
30789,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,35-39,326.0
30790,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,40-44,280.0
30791,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,45-49,233.0
30792,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,50-54,220.0
30793,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,55-59,172.0
30794,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,60-64,80.0
30795,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,65-69,23.0
30796,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,70-74,29.0
30797,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,75-79,11.0
30798,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,80-84,11.0
30799,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,85-89,13.0
30800,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,90-94,3.0
30801,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,95-99,0.0
30802,8,Košický kraj,806,Okres Košice-okolie,nezistená,muži,nezistený,11.0
30805,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,100-104,0.0
30806,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,105+,0.0
30807,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,15-19,485.0
30808,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,20-24,572.0
30809,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,25-29,436.0
30810,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,30-34,391.0
30811,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,35-39,293.0
30812,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,40-44,197.0
30813,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,45-49,172.0
30814,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,50-54,157.0
30815,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,55-59,98.0
30816,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,60-64,66.0
30817,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,65-69,22.0
30818,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,70-74,46.0
30819,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,75-79,43.0
30820,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,80-84,34.0
30821,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,85-89,26.0
30822,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,90-94,6.0
30823,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,95-99,4.0
30824,8,Košický kraj,806,Okres Košice-okolie,nezistená,ženy,nezistený,8.0
30826,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,muži,15-19,0.0
30827,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,muži,20-24,2.0
30828,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,muži,25-29,0.0
30829,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,muži,30-34,0.0
30830,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,muži,35-39,1.0
30831,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,muži,40-44,1.0
30832,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,muži,45-49,0.0
30833,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,muži,50-54,0.0
30834,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,muži,60-64,0.0
30837,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,ženy,15-19,38.0
30838,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,ženy,20-24,144.0
30839,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,ženy,25-29,193.0
30840,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,ženy,30-34,179.0
30841,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,ženy,35-39,83.0
30842,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,ženy,40-44,21.0
30843,8,Košický kraj,806,Okres Košice-okolie,osoby na materskej dovolenke,ženy,45-49,1.0
