"Kód okresu";"Názov okresu";"Pohlavie";"Ekonomické vekové skupiny";"Súčasná ekonomická aktivita";"abs."
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);osoba v domácnosti;1181
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);dôchodca;916
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;3
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);iná;2
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);žiak základnej školy;53
SK041C;Okres Svidník;žena;poproduktívny vek (65 a viac rokov);dôverné;7
SK041C;Okres Svidník;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;237
SK041C;Okres Svidník;žena;poproduktívny vek (65 a viac rokov);dôchodca;2738
SK041D;Okres Vranov nad Topľou;muž;predproduktívny vek (0-14 rokov);dôverné;2
SK041D;Okres Vranov nad Topľou;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;4267
SK041D;Okres Vranov nad Topľou;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3451
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);dôverné;100
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);nezistené;899
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);15499
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;1161
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;31
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;49
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);nezamestnaný;3156
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);žiak strednej školy;1438
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);študent vysokej školy;627
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1948
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);dôchodca;1841
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;8
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);iná;68
SK041D;Okres Vranov nad Topľou;muž;produktívny vek (15-64 rokov);žiak základnej školy;333
SK041D;Okres Vranov nad Topľou;muž;poproduktívny vek (65 a viac rokov);dôverné;6
SK041D;Okres Vranov nad Topľou;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;545
SK041D;Okres Vranov nad Topľou;muž;poproduktívny vek (65 a viac rokov);dôchodca;3934
SK041D;Okres Vranov nad Topľou;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;4120
SK041D;Okres Vranov nad Topľou;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3343
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);dôverné;74
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);nezistené;716
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);11230
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;1003
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;190
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;479
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);nezamestnaný;3415
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);žiak strednej školy;1362
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);študent vysokej školy;952
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);osoba v domácnosti;4118
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);dôchodca;2204
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;8
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);iná;14
SK041D;Okres Vranov nad Topľou;žena;produktívny vek (15-64 rokov);žiak základnej školy;298
SK041D;Okres Vranov nad Topľou;žena;poproduktívny vek (65 a viac rokov);dôverné;2
SK041D;Okres Vranov nad Topľou;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;385
SK041D;Okres Vranov nad Topľou;žena;poproduktívny vek (65 a viac rokov);dôchodca;6150
SK0421;Okres Gelnica;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;1848
SK0421;Okres Gelnica;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1569
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);dôverné;29
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);nezistené;462
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);5508
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;510
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;4
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;35
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);nezamestnaný;996
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);žiak strednej školy;540
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);študent vysokej školy;163
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1102
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);dôchodca;877
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;2
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);iná;38
SK0421;Okres Gelnica;muž;produktívny vek (15-64 rokov);žiak základnej školy;137
SK0421;Okres Gelnica;muž;poproduktívny vek (65 a viac rokov);dôverné;1
SK0421;Okres Gelnica;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;201
SK0421;Okres Gelnica;muž;poproduktívny vek (65 a viac rokov);dôchodca;1694
SK0421;Okres Gelnica;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;1791
SK0421;Okres Gelnica;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1559
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);dôverné;27
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);nezistené;343
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);4244
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;374
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;48
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;385
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);nezamestnaný;924
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);žiak strednej školy;483
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);študent vysokej školy;258
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);osoba v domácnosti;1731
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);dôchodca;873
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;3
SK0421;Okres Gelnica;žena;produktívny vek (15-64 rokov);žiak základnej školy;127
SK0421;Okres Gelnica;žena;poproduktívny vek (65 a viac rokov);dôverné;1
SK0421;Okres Gelnica;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;192
SK0421;Okres Gelnica;žena;poproduktívny vek (65 a viac rokov);dôchodca;2619
SK0422;Okres Košice I;muž;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK0422;Okres Košice I;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;2400
SK0422;Okres Košice I;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;2089
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);dôverné;44
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);nezistené;1475
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);14333
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;886
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;37
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;49
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);nezamestnaný;1109
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);žiak strednej školy;999
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);študent vysokej školy;712
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1105
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);dôchodca;874
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;99
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);iná;85
SK0422;Okres Košice I;muž;produktívny vek (15-64 rokov);žiak základnej školy;140
SK0422;Okres Košice I;muž;poproduktívny vek (65 a viac rokov);dôverné;10
SK0422;Okres Košice I;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;998
SK0422;Okres Košice I;muž;poproduktívny vek (65 a viac rokov);dôchodca;3268
SK0422;Okres Košice I;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK0422;Okres Košice I;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;2460
SK0422;Okres Košice I;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1927
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);dôverné;43
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);nezistené;1189
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);12849
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;923
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;226
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;652
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);nezamestnaný;1145
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);žiak strednej školy;997
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);študent vysokej školy;748
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);osoba v domácnosti;2128
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);dôchodca;1114
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;69
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);iná;6
SK0422;Okres Košice I;žena;produktívny vek (15-64 rokov);žiak základnej školy;107
SK0422;Okres Košice I;žena;poproduktívny vek (65 a viac rokov);dôverné;5
SK0422;Okres Košice I;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;966
SK0422;Okres Košice I;žena;poproduktívny vek (65 a viac rokov);dôchodca;6185
SK0423;Okres Košice II;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;3385
SK0423;Okres Košice II;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;2991
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);dôverné;34
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);nezistené;2633
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);16215
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;1037
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;49
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;30
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);nezamestnaný;1430
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);žiak strednej školy;1115
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);študent vysokej školy;652
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1382
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);dôchodca;1442
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;81
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);iná;162
SK0423;Okres Košice II;muž;produktívny vek (15-64 rokov);žiak základnej školy;264
SK0423;Okres Košice II;muž;poproduktívny vek (65 a viac rokov);dôverné;6
SK0423;Okres Košice II;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;863
SK0423;Okres Košice II;muž;poproduktívny vek (65 a viac rokov);dôchodca;4265
SK0423;Okres Košice II;muž;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0423;Okres Košice II;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;3338
SK0423;Okres Košice II;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;2882
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);dôverné;41
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);nezistené;2381
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);14505
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;1159
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;269
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;795
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);nezamestnaný;1554
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);žiak strednej školy;1075
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);študent vysokej školy;761
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);osoba v domácnosti;2950
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);dôchodca;1618
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;58
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);iná;24
SK0423;Okres Košice II;žena;produktívny vek (15-64 rokov);žiak základnej školy;203
SK0423;Okres Košice II;žena;poproduktívny vek (65 a viac rokov);dôverné;7
SK0423;Okres Košice II;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;814
SK0423;Okres Košice II;žena;poproduktívny vek (65 a viac rokov);dôchodca;6965
SK0423;Okres Košice II;žena;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0424;Okres Košice III;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;1222
SK0424;Okres Košice III;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;983
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);dôverné;20
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);nezistené;703
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);5741
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;370
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;9
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;15
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);nezamestnaný;393
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);žiak strednej školy;407
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);študent vysokej školy;202
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);osoba v domácnosti;444
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);dôchodca;498
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;22
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);iná;41
SK0424;Okres Košice III;muž;produktívny vek (15-64 rokov);žiak základnej školy;71
SK0424;Okres Košice III;muž;poproduktívny vek (65 a viac rokov);dôverné;4
SK0424;Okres Košice III;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;538
SK0424;Okres Košice III;muž;poproduktívny vek (65 a viac rokov);dôchodca;1966
SK0424;Okres Košice III;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;3
SK0424;Okres Košice III;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;1166
SK0424;Okres Košice III;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;832
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);dôverné;16
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);nezistené;632
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);4919
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;532
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;94
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;277
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);nezamestnaný;429
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);žiak strednej školy;402
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);študent vysokej školy;272
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);osoba v domácnosti;949
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);dôchodca;816
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;18
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);iná;1
SK0424;Okres Košice III;žena;produktívny vek (15-64 rokov);žiak základnej školy;56
SK0424;Okres Košice III;žena;poproduktívny vek (65 a viac rokov);dôverné;2
SK0424;Okres Košice III;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;486
SK0424;Okres Košice III;žena;poproduktívny vek (65 a viac rokov);dôchodca;2584
SK0425;Okres Košice IV;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;2454
SK0425;Okres Košice IV;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1806
SK0425;Okres Košice IV;muž;produktívny vek (15-64 rokov);dôverné;29
SK0425;Okres Košice IV;muž;produktívny vek (15-64 rokov);nezistené;1262
